,Unnamed: 0,id,public_metrics,text,likecount,author_id,created_at,edit_history_tweet_ids
17,17,1582112415097180160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","We’re excited to be at #AWNewYork with @Knownis @tishmanspeyer @shakeshack for the “How Iconic Brands Use Technology and Creativity to Drive Growth in Uncertain Times"" panel.

 #TeamDGC @advertisingweek @Knownis
@MarketingBrew @Minda_Smiley",0,,,
18,18,1582102309365874688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LensEffect_ @hotonesgameshow @shakeshack Didn’t try that one 👀 now I gotta get it again,0,,,
19,19,1582101906905739265,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@DrakotaTV @hotonesgameshow @shakeshack I heard the chicken sandwich was good so trying that first,0,,,
20,20,1582101784872435713,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@LensEffect_ @hotonesgameshow @shakeshack I liked the fries a lot, the burger was okay",0,,,
21,21,1582101354507444224,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",Trying the @hotonesgameshow x @shakeshack sandwiches. Will report back with my opinion!,6,,,
22,22,1582088507509514240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack https://t.co/aQwslCewdl,0,,,
23,23,1582080349521051648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Oh! And here is the same agent blaming the restaurants for their terrible delivery times! @Clydes @shakeshack https://t.co/m8ojBtvvrk,0,,,
24,24,1582078750669541376,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",@UberEats is it your policy after making a client wait 3 hours - 1 completely undelivered order and 1 very late afterwards - to threaten people like this? @Clydes and @shakeshack should reconsider doing business with you! https://t.co/1UXr18whZq,0,,,
25,25,1582072949695127552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@jtculpepper_ @ChurchsChicken @shakeshack I’ve been working for 6 long years on @shakeshack to make an appearance here. Formally adding Church’s to the list cause I NEED those spicy tenders more readily accessible in my life. I’m campaigning for the common man as the common man.,0,,,
26,26,1582070983258935298,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","I'm at @ShakeShack in New York, NY https://t.co/oJWCkpimLE",0,,,
27,27,1582068418865291265,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@_WhiteJacob I feel like @ChurchsChicken would pull up before @shakeshack would, tbh. We been trying to get @shakeshack up here.",1,,,
28,28,1582067662217019394,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@ctgatorfan81 @shakeshack 👑,1,,,
29,29,1582066765647220736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@mymytheweird00 @shakeshack 🤮,0,,,
30,30,1582065550447980545,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@KasiJones @shakeshack I should have said something. It’s truly delightful,1,,,
31,31,1582064647795920898,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}","No one was gonna tell me the @shakeshack mushroom is STUFFED WITH CHEESE?! 
The decadence. 
The delectability. 
The delishitude.",5,,,
32,32,1582059888938602496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack this is so disgustingggg 🤢🤮 https://t.co/NzH00C3EPa,0,,,
33,33,1582058522258202625,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","Can you feel the heat coming? @shakeshack recently dropped its new Hot Ones limited edition menu and is bringing it to @TownCtrAtBoca later this month! Soon you’ll be able to kick up your visit with a Hot Ones x Shake Shack burger, chicken, cheese fries and bacon cheese fries. https://t.co/wfJmvHfVjs",2,,,
34,34,1582048061458878469,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Thank you @BikeInPhilly for 20 miles car-free riding and  @shakeshack for the #PumpkinSpice custard. Bonus was @PLinUSA #PhillyFanFest with @LFC for the win! 

#LFC #LiverpoolFC #YNWA #AllezAllezAllez #LFC🇺🇸 #LFCUSA #BikeRidePhilly2022 #ShakeShack https://t.co/RWV8PtMuSg",1,,,
35,35,1582046651270561794,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",Benny and I enjoyed a lovely outdoor lunch at @shakeshack before I dropped him off at the pet hotel. #MASScue bound. https://t.co/1CB2FcAzxE,4,,,
36,36,1582045761193185280,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",@shakeshack @UberEats thanks for charging me more and delivering less….  Couldn’t even get a refund for cheese sauce or bacon… that was clearly not added to my order. https://t.co/qKWUeeqXrN,1,,,
37,37,1582042353824825351,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@CapitalOne @shakeshack @NYCWFF CAPITAL ONE SUCKS,0,,,
38,38,1582035000861814785,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack @firstwefeast @hotonesgameshow Do your chicken sandwiches contain MSG?,0,,,
39,39,1582024029442973697,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@mymytheweird00 @shakeshack really tho ?,0,,,
40,40,1582023859804307456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@mymytheweird00 @shakeshack y'all are TRIPPING!!,0,,,
41,41,1582018376192622596,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I want @shakeshack,0,,,
42,42,1582002609778368512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Join @tishmanspeyer, @shakeshack and Known at @advertisingweek in NYC today on the Advances in #Adtech Track at The Market Line for a fascinating panel discussion on How Iconic Brands Use Technology &amp; Creativity to Drive Growth in Uncertain Times! https://t.co/8iKvcesAD5",1,,,
43,43,1581915883555164161,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@CapitalOne @shakeshack @NYCWFF My account has been closed for weeks
How long does it take to mail a check to the address of a closed account?",0,,,
44,44,1581874588178608130,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@CapitalOne @shakeshack @NYCWFF Stop charging me interest when I am not caring a balance. SCAMMERS,0,,,
45,45,1581851735881961472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack https://t.co/mixDjyxGTc,0,,,
46,46,1581850714187653120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","@brandonwenerd 2 wing thoughts:

1. I marinate in wing sauce, grill, then toss again. 

2. I tried the @hotonesgameshow I“Last Dab” sauce packet at @shakeshack. That is a killer sauce. Super hot but fades fast.",2,,,
47,47,1581835962341957633,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",I said I’d never do it but I did it. I tried In and Out. Shits basic as hell. I knew it. Hail @Fatburger and @shakeshack,1,,,
48,48,1581833528915812353,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@shakeshack are you going to send people out to close this mess down or nah??? https://t.co/tkEBtjnk2X,1,,,
49,49,1581818490213703681,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack None near me,0,,,
50,50,1581807453854760961,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@shakeshack step to the Mic 🎤 https://t.co/9PEVo1rWfK,1,,,
51,51,1581792185770332161,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@mymytheweird00 @AyeeeDeion_ @shakeshack,0,,,
52,52,1581781445370335233,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@rachelgetsindy @crsofr @shakeshack Are they any good?,0,,,
53,53,1581777050398228481,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack Sure. I will send the email now,0,,,
54,54,1581772266614198272,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@rachelgetsindy @shakeshack Salem also came out of hiding https://t.co/CAHIX1rSUv,1,,,
55,55,1581771658464923648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@vaniIIamiIktea @shakeshack 😊 How i just want to feed you.,0,,,
56,56,1581770099999973376,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@YOCEEZ @shakeshack breaking me down to build me up?? eres toxico,1,,,
57,57,1581769866846949377,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@rachelgetsindy @shakeshack Good food and convo 🙂,1,,,
58,58,1581768913981173761,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Que tomada de pelo es el @shakeshack 😡,0,,,
59,59,1581768521163624449,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@vaniIIamiIktea @shakeshack Coz I am gonna make it up by inviting you to the one around my area 😅😅😅,0,,,
60,60,1581768347804323840,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@YOCEEZ @shakeshack now why would you say this to me https://t.co/E2nxHkihTV,1,,,
61,61,1581767795129229313,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@vaniIIamiIktea @shakeshack They are trying you for not having one near you!,0,,,
62,62,1581766068485623808,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",i would do anything for @shakeshack to open in my neighborhood 😩 https://t.co/MOmvLBIbkg,5,,,
63,63,1581765705921605632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@CapitalOne @shakeshack @NYCWFF Can’t trust @CapitalOne. Was enticed to open a credit card by telling me that 1st year fee would be waived. When I called back to have it waived after opening the card, I was told it was a training mistake of the agent but not the bank’s fault! Really?!",0,,,
64,64,1581759132167974912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack 🤔🤔🤔 https://t.co/YNyrID0iCj,0,,,
65,65,1581752580618997761,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack booooooooooooo. buy some ketchup packets for ur deliveries u aholes,0,,,
66,66,1581750840385499136,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",@mymytheweird00 @siditydess I’m so happy u care about us cus obviously they don’t give a fuck @shakeshack,3,,,
67,67,1581748871536865280,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@shakeshack when is the canton Baltimore location opening? Plz,0,,,
68,68,1581745564714090496,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@shakeshack you cheap ass bastards. It's 2022 and you can't afford to send me two or three ketchup packets with my order for delivery??? Your Giant ass corporation doesn't have a deal with #Heinzketchup or something?? Fuck man. Now I got to eat these fries dry as fuck 👎🏾👎🏾👎🏾👎🏾👎🏾,0,,,
69,69,1581735023597989888,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@shakeshack https://t.co/9SterUzkxp,0,,,
70,70,1581729318832508928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","gotta stop playin w/ my kills and just take ‘em out 😆😈, grabbing @shakeshack before the 10 hour #CallofDuty rebirth island stream over on #twitch, playin for @AnticGGs so you should stop by 😏🔥 https://t.co/8xD6gfWsDU",2,,,
71,71,1581724477758402561,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",A @shakeshack burger is better than an #InNOut burger. Period. #shakeshack,0,,,
72,72,1581720937698709506,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",.@shakeshack the math doesn’t add up. Shady or incompetent? https://t.co/r408oGt8Jj,0,,,
73,73,1581717959059259393,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Can someone explain @shakeshack to me… overpriced mediocre burger and frozen fries. Why is this a thing?!,0,,,
74,74,1581703129984180225,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack I just did,0,,,
75,75,1581699047857217536,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@shakeshack one again, staffers at your Mary Brickell location are not wearing hair coverings. The pic shows one of the three handling food with no hair net https://t.co/Rd2SZ9yVrQ",0,,,
76,76,1581697539178262528,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack Baltimore but too far for delivery,0,,,
77,77,1581691584319348738,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","Thanks to watching videos this morning, @therealweissman and @shakeshack decided what I’m having for lunch today. https://t.co/zInFpRT0uo",3,,,
78,78,1581678794267820032,"{'retweet_count': 5, 'reply_count': 7, 'like_count': 28, 'quote_count': 2}","Take a behind-the-scenes, cardholder-exclusive peek at what the @ShakeShack team is dreaming up at HQ during @NYCWFF. https://t.co/lIlVUFjskq",28,,,
79,79,1581667119388774402,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",Tried @shakeshack cheeseburger for 1st time yesterday and altho it was good I can't say it was any better/worse than other burger chains nearby. I don't eat burgers often anyway but got that out of my way to try it at least.,0,,,
80,80,1581662540714545152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@shakeshack @NWSL playoffs, of course! @sandiegowavefc vs. @chicagoredstars!",1,,,
81,81,1581661793490829312,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@shakeshack I like to play real life frogger, trying to cross the middle of the street in NYC there and back to get my shake shack",0,,,
82,82,1581651491160719361,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@tradetherapist @emilyrosemcg @AzukiOfficial @shakeshack Who do you think convinced the team that Gus should have that much cake 🍑,1,,,
83,83,1581650549635575812,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@LeviNotAckerman @emilyrosemcg @AzukiOfficial @shakeshack I will have to count how many times Ms. Rose will say Ass while playing.,2,,,
84,84,1581650226410319873,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@tradetherapist @emilyrosemcg @AzukiOfficial @shakeshack We all got shakeshagged,1,,,
85,85,1581640252602523651,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@totaliquid @PeteYannopoulos @NBA @NBAPR @Val_Plante Fuck In-N-Out, Montreal should be gunning for a @shakeshack location instead.",0,,,
86,86,1581596274578849794,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@mwes10 @NYSThruway @shakeshack @dhmeyer @michellewes10 @mvh_art Always a great option!,2,,,
87,87,1581589496646074369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","@shakeshack 
初めてお店に行きましたっ。美味しかったぞ。ゴードン人形忘れちゃった。クスン。
その後、新宿アルタで、カラダ探しの展示見てきました。
#眞栄田郷敦
#ゴーディアンズ
#カラダ探し https://t.co/pqlmCuXBrK",2,,,
88,88,1581513016520060933,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@emilyrosemcg @kiriragi @tradetherapist @AzukiOfficial @shakeshack I think it says more I don’t like 5 guys lol but that grilled cheese burger I’m not kidding….. was GOOD,1,,,
89,89,1581512726731374592,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@Real_Pretzl @kiriragi @tradetherapist @AzukiOfficial @shakeshack …no

Listen, I LIKE 5 guys, just not as much as Shake Shack",1,,,
90,90,1581512148315840513,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@emilyrosemcg @kiriragi @tradetherapist @AzukiOfficial @shakeshack But have you had a grilled cheese burger from 5 guys?…. I don’t like 5guys but it slaps like hard. Pretty good.,1,,,
91,91,1581512132331712512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",My new favorite spot we good eats @shakeshack 😋🔥🤞🏽 https://t.co/1ttxSu1Z8q https://t.co/LkVzxIlcJs,0,,,
92,92,1581504252152684544,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@shakeshack  my burger today had some plastic in it …..,0,,,
93,93,1581502607205761024,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@kiriragi @tradetherapist @AzukiOfficial @shakeshack SHAKE. SHACK.,0,,,
94,94,1581500360077631488,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@tradetherapist @emilyrosemcg @AzukiOfficial @shakeshack not 5 guys?,1,,,
95,95,1581481010751238144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@jay5mcdonald @shakeshack Ever since I got the Smoke Shack I cannot go back to the Shack burger, great as it is😋
In N Out is best in its price class, but I'll take a Smoke Shack or Chicken Shack over a double double animal style every time. 😁",1,,,
96,96,1581478430541254656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@RiceRiddler @tradetherapist @emilyrosemcg @AzukiOfficial @shakeshack 😂🤣😂🤣,2,,,
97,97,1581478106228850693,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",@tradetherapist @KLiebsMfer @emilyrosemcg @AzukiOfficial @shakeshack I hate it here.,3,,,
98,98,1581465579176620032,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",@shakeshack @firstwefeast just got the hot ones burger and chicken sandwich and it's not even spicy. I know this ain't what has these celebrities noses running. Sriracha is hotter than this. Get it together #hotones #shakeshack #jesusfixit,1,,,
99,99,1581449931709026304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@Bags2 @shakeshack That’s a bold strategy Cotton, let’s see how it works out for them @shakeshack",1,,,
100,100,1581449839040077824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",@tradetherapist @AzukiOfficial @shakeshack 🫡,3,,,
101,101,1581446818038132736,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",Went to @shakeshack for the first time and they’re busy so they just stopped making shakes because they felt like it! Thanks for the dog shit service!,3,,,
102,102,1581439826980917248,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@KLiebsMfer @emilyrosemcg @AzukiOfficial @shakeshack @RiceRiddler WAHAHAHA. @RiceRiddler gonna have double double rice with animal sauce,2,,,
103,103,1581439479205613568,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@tradetherapist @emilyrosemcg @AzukiOfficial @shakeshack @RiceRiddler He can eat is rice animal style if he’d like,2,,,
104,104,1581439118759776256,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@shakeshack lol this is the bacon I paid EXTRA for... https://t.co/FPRsGVvmwv,0,,,
105,105,1581439054687928320,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",@KLiebsMfer @emilyrosemcg @AzukiOfficial @shakeshack @RiceRiddler @RiceRiddler will really eat rice tonight,3,,,
106,106,1581438865914503168,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",@tradetherapist @emilyrosemcg @AzukiOfficial @shakeshack @RiceRiddler be like https://t.co/ZojyRQPgbt,3,,,
107,107,1581438536322281472,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 16, 'quote_count': 1}","Ms. @emilyrosemcg has been murdering a lot of my @AzukiOfficial frens the past hour!!

I guess @shakeshack will be the Azuki’s official burger 🫡",16,,,
108,108,1581426092531134464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@jay5mcdonald @shakeshack https://t.co/aSAraUgWBw,1,,,
109,109,1581425845700218882,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","@EricMolln @shakeshack Alright alright alright. Let's assume that was an emotional 6 and really a 7 rating. As it is really good, but never approaching great or exceptional",0,,,
110,110,1581420170911789056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@IAmReviewbrah @shakeshack @YouTubeCreators @YouTube Sadly there isn’t a shakeShack nearby.Oops, my mistake! There’s one very close!",0,,,
111,111,1581417630501855232,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}","I don’t tweet about the @NYSThruway often, but when I do…it’s about @shakeshack. 

So glad to have America’s best burger closer than ever to Rochester!! Thanks @dhmeyer!!! #ROC https://t.co/iDbQuQ9z3P",12,,,
112,112,1581409318888669185,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",I received the incorrect order from @ShakeShack @90MSD.  I finally ate the incorrect order (when the delivery person did not return) except for the drink which was supposed to have neen a chocolate shake instead of some undiscernable liquid.,0,,,
113,113,1581407970545774592,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@jay5mcdonald @shakeshack I’m disgusted by that 6. Haha.

I’ve been there 3 times…",1,,,
114,114,1581402720174424064,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","@EricMolln @shakeshack Well I take back my last statement. I'm like Uncle Rodger disappointed in Gordon (iykyk). It could be that I've lived in a city w/ InO that it lost its luster. 

But in my opinion InO is a solid 6 to Shake Shacks 10. 

@EricMolln how many times have you had shake shack?",2,,,
115,115,1581397809839734785,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Cosas random afuera de un @shakeshack #YDaleU https://t.co/gICUFjRYBC,1,,,
116,116,1581387291737477122,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@shakeshack Just conquered the @hotonesgameshow chicken sandwich! Loved it 🤩🤩

@seanseaevans would this be a 3rd or 4th sauce on the lineup? Was pretty spicy 🥵 https://t.co/bp5ZX7IkTn",1,,,
117,117,1581372251307663361,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@goldbind @latimes @lucaspeterson @FiveGuys @shakeshack Anytime! https://t.co/S52wiyzF2I,0,,,
118,118,1581359612137451520,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@SoxLifeNW @latimes @lucaspeterson @FiveGuys @shakeshack I said what I said grease boy🖖🏼,0,,,
119,119,1581357116840738818,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@shakeshack your app is embarrassingly poor,0,,,
120,120,1581354873366663168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shakeshack No problem.,0,,,
121,121,1581331313314832384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",omfg there is a @shakeshack opening within walking distance from me. My skinny era is coming to an end. https://t.co/mmN9EpsIKf,1,,,
122,122,1581323571556913152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Can confirmed @shakeshack's #Hotones burger is worse the day after.,0,,,
