ID,screen_name,name,location,follower_count,friends_count,like_count,description
2944262935,pickle__rose,Pickle Rosie,over the rainbow ,353,435,,I am pickle... I eat shrooms and go on adventures
14481763,MagdalaPayen,Magdala  Payen,USA,8,4989,,"I am a Christian, I am a sister, I am a daughter, I am a aunt. I really don’t like writing bio on my twitter because I didn’t know what to write."
1295571,Dan_Christensen,Bus Driver Dan,"Portland, OR",13240,4352,,#Portland #Oregon Original Bus Driving Teller of transit stories. #Busdriver #Portland. opinion are my own! typos are free. Sorry I hurt your feelings.
21284107,samudraNB,Samudra N Bhuyan,"San Francisco, CA",977,1176,,"Rooted nomad. Ask me about Product Management, UX, Knowledge Management and Online Communities. Alum of School of Information, UC Berkeley."
3142308017,TrickySaniiT,ZzZzZ TrickySaniiT,,110,2484,,"Whatever happens, happens …"
1247742090022285312,Landers0203,Leanne,,31,421,,"Pizza, burrito, sandwich loving good time!"
2363159970,Coach_Burrito,Aaron R.,"Berkeley, CA",145,702,,"Food, Food, 49ers, Giants, Food."
1278371213958451200,coolkidbtw,i dont care,somewhere nice,74,537,,@warriors @49ers @manutd @Sentinels
1269153426731962370,m3nt0es1,osama bin ladens toe,,14,199,,toes
873014305712746498,Pepoisgood,Pepo🛸™,Pluto💫,234,999,,"I mostly talk about music,skate 3,and anime|@Pepoisgood2(backup)| #JOYCONBOYZFOREVER|#DRAINGANG|Æ"
1187533055004557312,Obeykb824,bubbles 🗣💯,,229,368,,Pizza time 🍕and the nba |#LakeShow | Kobe top 5 ever 🐍
1234209149442916353,ItsST4T1K,ST4T1K,,83,194,,@Padres @Chargers @AnaheimDucks
1007992475959431172,JAM19821,JAM1982,"California, USA",251,1816,,"Traditional hot rods, kustoms, air-cooled, Jeeps, 4x4s, muscle cars, and other rad rides."
148136791,FonzyBear07,fonzybear,No place like Oakland!,471,1675,,Respect my tweets when I die... Its the second best thing I can give the public besides my heart....The raw and uncut. ❤5-6-07❤ AJM
2309369203,napalm_bombs,Drea Reichert,United States,3,131,,🌇 NYC to CHI 🇨🇭🇺🇸 Student at UT School of Business / Poetry / Mental Health / Sports / Philosophy / Self Awareness / Break Stigmas / HFTD
1286151687942488064,HUNGRYBURGER10,HUNGRY BURGER,,1,24,,基本遊戯王カード。 たまにハンバーガー屋。
1228680548,servprodowney,SERVPRO of Downey,"Downey, CA, US, 90241",1286,1001,,Large Loss & Commercial | Cleaning. Restoration. Construction | Serving Greater LA & OC Area | (562) 392-3007
1167586465561239552,OliviaSingsLive,SalaciousDaCrummy,Los Angeles,106,732,,Quarantined-Open-Mic'er. Failin'Female Comedian that identifies as both funny and a liar.
1286317208671531012,theonewhokills3,theonewhokillstheleast,,5,178,,owner of Brutal Deth Records and artist for Dethtask
1280622353924255744,beerswithrick,Rick Moffett,"Placentia, CA",128,1004,,"Craft Beer Connoisseur/Sampling craft beer from all over!/Born in Portland🌲ME, Living in🍊County, CA ✈️🍻 Instagram:@beerswithrick"
128355397,charmin2929,Charmagne Angelique Wilson,"Los Angeles, CA",294,2766,,Litigation Legal Secretary
1285771121795534848,JediMatthew_98,Matthew Rhoades,"Claremont, CA",27,1045,,"🤖 Geek,⚾️🏀🏈🏒LA sports Fan,🎥Movie Fan,🎧Music listener and 👨 Adult in Progress,He/Him"
1285811995883606022,sppwalker,sppwalker,"California, USA",62,105,,Model | @twitch affiliate | Vet tech | Chef | Horseback rider | Member of @regimentgg
355290157,LunarSpecOps,Øscar,Meteor City,65,857,,Phantom Troupe. #RIPEtika #joyconboyz #CFC #FCB #RAMS #SFG #LAG #LAK #LAC
1948626602,leongifs,León,"Coyoacán, Distrito Federal",246,2390,,Ing. en Robótica Industrial (IPN) Mtro. en Nanotecnología. (ITESM)
1271211667918110721,Lisa79210487,Lisa Bad Wolf,,52,311,,"Head in the clouds. PTSD, Anxiety, Depression."
1189570051352825856,why_hi_me,よーいち,日本 東京,1,47,,181cm/B型/海外生まれの埼玉育ち/小中高バスケ/仕事:建築関連/平日は東京、週末は埼玉住まい
117645533,mganser24,Matthew Ganser,"The Roxbury, WI",95,886,,"University of Wisconsin grad, Doctor of Physical Therapy, country boy | Joshua 1:9"
1137404066739445765,musicbylayton,Daniel,"Dallas, TX",142,1374,,"LA✈️DAL, UD grad, KU Masters Student #RockChalkJayhawk"
235689789,TTT_Contrarian,Triple-Tee,Canada,125,903,,A lone skeptic in a sea of certitude|| No patience for bullshit
763555443113275393,ItsOneCoolDude,$0.99 store,,153,1083,,"18, send me music recommendations or let’s chat about video games or anime I’m down for it all"
1238238196762161153,lego23456,lego23456,,2,335,,Idk
2279554064,daniielsuh,Daniel Suh 🍎,,26,162,,"“People say nothing is impossible, but I do nothing everyday.” -Winnie the Pooh."
947544851297468416,shunpo__,aaron g.,"Baytown, TX",121,492,,art and music .♡ m ♡ #BLM https://t.co/OyjTOib9cA
1093380193564016641,nrocks133333,𝓦𝓲𝓵 𝓜𝔂𝓮𝓻𝓼 𝓔𝓷𝓽𝓱𝓾𝓼𝓲𝓪𝓼𝓽,Slam Diego,243,742,,🅿️adres:(74-59) #Timetoshine Cli🅿️🅿️ers #clippernation (0-0) Raiders (0-0) #RaiderNation.
47032563,yoinkyoink,yoink yoink,"California, USA",35,1975,,made you look
957491170594172928,ju101_,ju,,44,1442,,esperando
3013790845,Salvad0rk_,🌘Salvad0rk🌒,,94,955,,Cat Girl Connoisseur https://t.co/yXgTAmxtdq
1226596982862614530,bichgreenbean,Bicholas | BLM,"New York, USA",100,778,,Certified Lunchable Tester.
1411406311,IcyUboi,Icy🇵🇭,CA,80,2352,,"Yesterday , is history tomorrow , is a mystery But today , is a gift That is why it is called a present."
4660063682,JJJJurtis,curtis,,67,960,,8 / 24 🐍 ∞ #mambamentality
714155231198711808,Kami_Ohs,Kami,,25,674,,"Thank you, Everybody!"
531819094,DogeOkRBLX,sigma,United States,389,1390,,i like cars and planes
2531887454,BaronvonZed,Baron von Zed,"510, 515, 414",40,682,,"family, friends, pets, art, music, weed, food, books, travel, electronics, comedy, movies, disc golf"
973461228,MrBryanRandall,Bryan,"Milwaukee, WI",27,750,,"Media, Marketing & IT Mgmt • Visual Art & Design • Horticulture • Culinary"
1177773103671336961,TSandHR_YT,Bill S.,Probably some amusement park,69,630,,Small time Youtuber and Instagramer | CC: 246 | Favorite Coaster: Voyage | 30 years old | HP: SFGAm/Indiana Beach| IB Crow stan.
972448622553059328,paulantoine_03,Paulo M.Klopp💙❤️,"Porto-Vecchio, France",27,95,,Le corp bleu @SCBastia et le sang rouge @lfc
1234867517547479046,sunny_ness,SunnyNess🌻,Wherever the road leads ,198,966,,"life is for deep kisses, strange adventures, midnight swims, and rambling conversations."
1236357556768923648,kngfishy,Brayden Canales,,3,70,,yeah ok 🤧
1285014957998792705,just_cancelled,JustTryingNotToGetCancelled,,7,588,,I have no idea
1284914781153931264,Paulina46368413,Paulina,Earth ,6,133,,Nonsensical
17467353,FunkyCoalMedina,FunkycoalMedina,"California, USA",349,840,,"Co-host of the Something's Bruin podcast, Co-host of the Together We Win Podcast, and Host of the Topps Baseball Cards were my Homeboys Podcast. Love sports.."
91074064,actuallyryan,Ryan™,Southwest Frontier ,353,4998,,Constitutionalist|USAF VET. #GEAUXTIGERS|#RollTide T.B.RAYS!T.B.Lightning!DALCowboys!St.L.RedBirds!D.Broncos!N.Preds!‘stros!CareySaders!EMCCLions!BBN! #AMC #GME
24391941,Sully_SD,SULLY,𝙰𝚝 𝙻𝚊𝚛𝚐𝚎 𝚒𝚗 𝚄𝚂𝙰,153,752,,"I don’t start much, but I finish every time."
4716832891,dobalina_mr,MrDobalina,,25,849,,Paradise City
370462158,clarencereyes09,Clarence Reyes,"San Diego, CA",109,1886,,CPA. Attorney. Yankees. Giants. Horses.
1255933248112295938,kristennetsirks,Speak_Truth,,3,119,,Have a pure heart; the world is your oyster ☀️
1283583871435649025,SADbutTRUE2021,Drive4twenty5,"Montréal, Québec",177,874,,GO HABS GO MMA FAN Bring back the Expos. My pronouns are go fuck urself
399563019,x_l_______l_x,Sɐʇo_____𝕍,𝐓𝐨𝐤𝐲𝐨,898,4711,,𝐈 𝐝𝐨𝐧’𝐭 𝐚𝐜𝐜𝐞𝐩𝐭 𝐟𝐨𝐥𝐥𝐨𝐰 𝐫𝐞𝐪𝐮𝐞𝐬𝐭𝐬.
121255298,ItzLewy,J-Shua,,121,386,,"The DREAM is free, but the HUSTLE is sold separately!"
1269549751063547904,MikeyAlfonsi,Res,"Brentwood, CA",0,27,,UniqueAlfonsi on Youtube and RBLX.
281976753,BearJens,"Bjørn Jensen, PhD","Chicago, IL",744,1553,,"Innovation Product Manager, Lead Consultant @Allstate and also product designer, researcher and professional nerd."
53701804,soupbajour,Ally B,"ÜT: 40.499136,-74.440973",368,780,,Sarcastic. Awkward. Sweary.
1283843050398199815,TalkNShopAMania,#TalkNShopAMania,,1115,1902,,Official Account For #TalkNShopAMania. SUBSCRIBE LINK IN BIO!!!
120946241,PhillyIP,Darius C. Gambino,"Philadelphia, Pennsylvania",1708,3958,,Intellectual Property Attorney from Philadelphia (Saul Ewing). Author of Trade Dress: Evolution Strategy & Practice (Full Court Press). Tweets not legal advice.
1123073361779683330,akuriiiim1,🌏,,100,346,,🐝➰
28372301,adamferrara,Adam Ferrara,ALL LINKS👇TourDates/Merch too,105957,5369,,Actor/Comedian•TopGear •NurseJackie•RescueMe 👉NEW COMEDY ALBUM “Scary in Here’ Podcast @AdamFerraraPod 🚀Email: theadamferrara@gmail.com
1283544616671875072,Mopar_yoda,Cody Robbins,,11,291,,"Gun guy, All things mopar and Toyota. Exploring all things automotive Hard core Jeep and muscle car guy."
719184796212011009,Rjnunfio,Roberto Nunfio,,97,516,,"De buenos sentimientos pero de malos pensamientos.✌🏾😎A veces iba a la Universidad, seguido a los bares."
814549529508782080,addi50n,Addison 🤘,California Knows How To Party,61,407,,\\The Springs of Santa Fe// Snapchat-Jigglypuffer562 Xbox-AddisonFoo Instagram-addi50n
608464347,Ar_Squared89,(Ar)² *FSDBeta 10.69.2,"Tennessee, USA",1383,1315,,"Husband, Father of 3 | #AllVol | SpaceX, Tesla, Neuralink | Space & Tech | $TSLA, $PLTR, $DOGE | Advised Elon Musk on a $22B Corporate Transaction | #FSDBETA"
1274050782644572160,ObserverVegas,Las Vegas Observer,"Las Vegas, NV",2785,4883,,Best twitter account in the galaxy per Desert Companion. Viva Las Vegas #LasVegas
60830945,LAHcomic,Lori Hughes,Las Vegas,355,928,,I'm a Nite club bartender and Comic in Las Vegas and I LOVE @ricky_martin !! Vice President of the Official Ricky Martin Elite USA Fan Club
124638157,Alfredo_sauce51,Alfred Martinez,"Los Angeles, California",50,86,,"Make money like Oprah, do it big like I'm Sosa"
82407849,Goodrun91,Cameron Connolly,Earth,87,1243,,"Nice story, thanks for coming!"
2487695260,Yahiel_Omar,Yahiel 🇵🇷,,92,735,,•Fan of Wrestling since 1996 •Clearwater’s newest son 🌴☀️🏴‍☠️ •Having the time of my life ⏰🎉 •My life-long goal is not only to survive but to succeed
17258230,abchrisdef,Chris,YOUR WOIST NIGHTMARRRRRRRES,252,2083,,Yo like I give a shit about your opinion don't @ me
66080328,BennyAguayo,Benny Aguayo (he/him),"ÜT: 34.09742,-118.32801",587,1983,,Assistant Director of Marketing for Broadway in Hollywood & Hollywood Pantages Theatre 🎭
250325036,CJMAX4,Casey Stengel,"PA/WV/OH, United States",183,1682,,"Family/Friends, Fellowship, Faith, Food, Funnies, Fundamentals, Education, Pittsburgh sports, Howard Stern Nation"
1282984090111705088,Sanitizer_Wipes,"Freedom American, LLC - Hand Sanitizer, Wipes, PPE","Detroit, Michigan",4,385,,"Freedom American- Your Trusted USA Provider of High-Quality Hand Sanitizer, Wipes, & PPE with Customization & Subscription Options https://t.co/B2nCYnqYPT"
1282813636642144256,krabbypizza1,krabbypizza,,3,1097,,best glaz NA
769130458315653120,Aman_IDF,🖤Aman אמ״ן 🇮🇱 IDF 🇮🇱 ✡️ 🕎🇺🇸🪖🎖️🐾 🇺🇦,بیت رهبری,349,1331,,"🌍 = 🇮🇱 🇺🇸 🇩🇪 I stand with Trump 🇺🇸 No censorship! No Victory Without Sacrifice, ♥Citrix, RDS, MS, IT♥️ ⛔ ماله کش، ارزشی، اصلاح‌طلب، مجاهد⛔"
98432604,alertsource,John Whittaker,"Austin, TX",1406,1322,,"Long-time tech industry guy. Likes anything related to software development, database, analytics, big data, IoT, security, innovation, strategy, or leadership."
66735287,4RB13M,Arbiem,Earth,40,132,,Open your eyes to the truth that has been hidden from you. Your perception of reality has been manufactured by those who seek to control you. Free your mind.
1209398238614130694,hadramoutojkt,مطاعم ومطابخ حضرموت جاكرتا🇮🇩 اندونيسيا 🇮🇩,,20,211,,🇮🇩 JAKARTA INDONESIA 🇮🇩
1282504881698414595,BurgerMike5,Burger-Mike,,7,48,,Helping you find the greatest burgers in Northern Colorado and beyond
1277985856595230721,BaerSea,TheSeaBaer,,26,500,,I’m the comparison you look at to feel better about yourself. GLHF
1281242178119823361,quirkyAR7,Aditya Iyer Ramesh (ஆதித்யா),India,90,4960,,"Open to Constructive and Vivifying Tété-a-tétés • AB, War Librocubicultarist • Nano-cum-CFD Geek • ENFJ (T) • Gyllen & JGL Fan Base!"
3323689466,princess_jrod,Jeanette,,30,370,,"Who they COULD BE, Doesn't change WHO THEY ARE..Never fall in LOVE with POTIENTIAL...."
1255857925274300416,ChewbaccaIn,Chewbacca in Vegas,"Las Vegas, NV",23,159,,"Vegas resident for 10 years, born and raised in Texas"
2717309985,gaijinkristy,Nope! Nope! Nope!,,44,442,,"Foodie. Nomad. I enjoy traveling, cats, the ocean, Mexican street food, the 80’s, 90’s hardcore, punk rock, horror movies, 2A, JDM’s."
634881579,BrattKdb,KDB90,Oslo,20,333,,"Nybegynner hobby investor. Ønsker å bruke Twitter som en mulighet for å lære og utvikle meg. Intereser: Investeringer, selvutvikling, ledelse, reiser og idrett"
895840822779932674,boneal2022,BO ⭐️ ⭐️ ⭐️ ⭐️ ⭐️,United States,122,1039,,5star in everything I do
1275175265677774853,Eddy74731764,Eddy,,6,241,,war. war has changed -shimano nakamura pm me for free quotes
928274949655101441,JosMariaNadal2,José Maria Nadal,"Madrid, España",438,1053,,JESUS FIRST.✝️/CASADO/ ✡️1 Thessalonians 4:14-18🕎🇮🇱🇪🇦
1027344330048950272,tRodHC,tRodHC.eth,"Texas, USA",114,2351,,"Coding, altcoins, hardcore, MMA, and gaming..."
1280952948370046976,KyukinM,Kyukin Manson,"California, USA",95,257,,watch with me..✨🕊️ main: @lesstiqa
293568298,appy1975,shaun appleton,Some were in UK ,115,2709,,I'm not thick I'm special
1280517678118178824,Zach95774942,ZJB ARTS,Planet Earth,5,97,,"Music, drawing, drums, guitar, hockey, breakfast, coffee and medical smokes."
39817435,TeresaNordheim,🚓Teresa Nordheim👻,United States,2077,4378,,"Nurse, True Crime and Paranormal Author. Current work in progress: Haunted North Texas."
1278739094504378373,JacksonHoney8,Jackson Honey,,86,288,,Cedar Ridge High School 2023
898013212649689089,walkoff88,Tom Wood,"High Point, NC",11,71,,"Full-time Dodger, UCLA and Laker fan."
411935352,Aroad_daddy,Daddy The Artist 🇸🇻🇵🇷🇲🇽🇺🇸🇩🇿,"Torreón, Coahuila de Zaragoza",50,826,,A_road
163946307,kforbs,Kristin 🌈 ✊🏿,"Cambridge, MA",263,520,,OEF/OIF Navy Intel Veteran Cyber Security Expert* Business Owner *YSU Penguin/Miami Hurricane* Just a Kid from Youngstown who made it!
988410253829029888,TiffGon1,Tiff 😶‍🌫️🌻,,221,371,,"just a chick, her joint and her scanner 🐶🍁💗"
1235392548157472768,Cheke89XL,CheXL,,10,284,,"But through whatever you see, through all the rain and the pain, you gotta keep your sense of humor. You gotta be able to smile through all this..."
250798687,Cux4life,UntalGuille,El Salvador,218,821,,"i'm Easy going :D, Amante de la musica Electronica y de las motos !*Easy come , Easy go... 🇸🇻"
46520971,gmb511,Gianma Bello,,124,367,,"N-American by birth, Italo-S-American by blood. Tech whisperer, also prepare the meanest risotto in town (yes any town) 🇺🇸🇮🇹🇨🇴"
2957982991,PaulGallardo11,Juampa⚜️,,84,709,,Never give up💪🏻 Águila de Corazon 🦅💛💙❤️
2846463500,TimRogers2080,Tim Rogers 2080 🇺🇸,"Tap the link, please",2523,1672,,Editor-in-chief @dodgers2080.
11778582,mdntblu,Brad Roekle,"Corona, CA",168,213,,"I've grown up around computers in the late 70's/early 80's. Been using a computer probably everyday since then. Love automation, cars, IT, family."
3249433973,SuperQueer619,Eriq Smith (Horacio the handsnake OFFICIAL),"Binghamton, NY",240,5001,,*Gay*Atheist*Writer*Poet*Artist*Micro-biographer*YouTuber* Creator of 'Stories From Q-Ville' & 'Horacio the handsnake'. Subscribe to my YouTube channel.
1227722705463652353,TX_Rando,TXRando,"Texas, USA",7,664,,God Bless Texas!
3629592973,GoodEatsDenver,GoodEatsDenver,Denver,491,635,,Former TV reporter @taklandrock now a #Foodie eating my way through Denver restaurants. Got one I should try? Tweet me and let me know!
1279494677318664192,leiandreux28,LeiAndreux,"New Mexico, USA",19,363,,18 | Just a gamer with Retinitis Pigmentosa trying to have fun!! :) ~Visually Impaired~ (Not totally blind) Rawr!
1235105842526949376,dodgers2080,Dodgers 2080,"Tap the link, please",789,977,,Tracking the Dodgers prospects on their journey to MLB. https://t.co/Ek4xLq84Ib. A home for #ProspectHuggers
946957845295136768,6Kids1Tank,6 Kids 1Tank,"Columbus, OH",311,879,,𝘾𝙤𝙢𝙚 𝙧𝙤𝙡𝙡 𝙩𝙝𝙚 🌎 𝙬𝙞𝙩𝙝 ⛹🏽‍♂️🤾‍♀️👩🏽‍💻👶🏽👩🏽‍🎨👨🏽🍼 #6𝙆𝙞𝙙𝙨𝘾𝙧𝙚𝙬 𝙒𝙚 𝙩𝙖𝙠𝙚 🛣⛽✈ & 𝙢𝙖𝙠𝙚 📽
214335087,your_RUka,amy,"Los Angeles, CA",282,459,,I tried to tell all my friends when I was a kid that I had powers And nobody wanted to believe me
2187531968,FredGotSlacks,Fred Weideman,"Los Angeles, CA",111,553,,I sell booze and bet on fantasy sports. Strong role model. Proud Sun Devil #ForksUp
1246307075954634752,Impossiblox,ElectricSupra 🇺🇦,,374,323,,18yo architect BLM @Ukraine Follow me or else a creeper will be in your room tonight https://t.co/mLbYgUg6ha I also create minecraft resource packs
813681982215360517,biku_lh,biku,,7,360,,"Learning how to play riichi mahjong. Also Twitter bc vtubers. I like to spend money on gacha, food, and expensive plastics and metals. ⛅,📗💎🐙"
426158523,MasterGabeMOD,MasterGabeMOD,,264,675,,"Guitar player, computer wiz. I work with @AlanTheBecker"
1269238539574632448,makenziemia,makenzie,,1,119,,i’m just here to look at what other ppl tweet. (she/her)
15102590,attorneyrobert,Robert L. Miller,"Corona Del Mar, CA, USA",2590,4862,,"I'm a citizen of the world, and an attorney, living and working in Orange County, California, but dreaming of the stars and exploring the planet."
47548378,Clark22Fan_,TracyHutchison,,22,1003,,One happy mommy and wife!!! Married to Robert Glenn Hutchison
325838718,erikchaz,Erik 🇺🇦 🌻 🇺🇸 🇱🇹 🇱🇻 🇪🇪 🇸🇪 🇫🇮 🇩🇰,Aisle Seat Preferred,1908,2751,,"#NAFO Fella. Mad Scientist of SalesTech. #SlavaUkraïni Per @WSJ: Expert in sarcasm, ridicule & fundraising. Rant on @Stanford Football, Tech, Motivation, & Food"
1176326364850356225,NoBuenoJoshi,Josh,,23,131,,Loading...
1244830787720998912,looking4mjj,mj 🎗,,275,458,,you found me!
1278426111752405003,ineedgoodgrade,ineedgoodgradesforemarketing,The Moon,5,39,,"Hello world, I am a student, a teacher. I teach guitar that is... Some of my hobbies include guitar, bass, books, and the most important one getting good grades"
1191160029979783168,chaotictreyyy,trey ✨🥰,he/him,24,293,,STREAM. HEART. STOPPER. STREAM. HEARTBREAK. HIGH.
976485128011620353,apwportfolio,Andrew Wilson,"Menlo Park, CA",145,1094,,Illustrator/Animator Baseball fan living in the SF Bay area
1011685496647380992,kcarciniega,kaitlyn,,11,56,,ever since baby on baby
43712171,McDIU05,G-ackie Daytona,,95,1755,,Del Taco is better than Taco Bell. Pineapple is awesome on pizza. Hot Dogs are tacos. #Padres #NUFC #iufb #iubb
1184180009230974976,courtcottone,Courtney M. Cottone | (she/her) 🩺,"Portland, OR",244,624,,@OHSUSOM MD 25’ || @UCI_Urology Curiosity & Innovation Research Lab || @CSUF alum 18’ 🐘 || All views are my own 💌
35671830,adellesubias,Adelle Lauren,southern california,102,439,,what you do screams so loud that what you say cannot be heard 🤍
897593722136797184,Watson_Panda,Watson Panda,,0,86,,"Full-time nanny, lifetime detective. Overworked, but underpaid. Apprentice to Red."
1247837801745395712,GoodyGumGames,Goody Gumdrops,at Joe's,76,679,,The EAT ‘n GUN Cartoon Game 🌈 Inspired by #Cuphead 👀 Creator of @NutNutGame 👈 #indieGame #SoloDev 🙌
72191699,jadoney,Jane Doney,"Huntington Beach, CA",333,1329,,"Child of God, Wife, Mom, Grammy, & Student of Apologetics. Ii Timothy 3:16. Opinions are mine."
2469634977,jadakisslives,{leap year}Darth Jadey,Cape Cod,182,793,,Cape Cod•Peru•Jax FLA giver of laughs #oliviastrong I like art
453049358,DesertLogistic1,Dezert dog,Under a rock n the Mojave wash,353,2091,,HVAC CRITICAL POWER SYSTEMS AND COMMUNICATIONS Service and support Firefighter EMT. retired 30yrs Vegas Lake Havasu Disneyland KTM 525
1202291031280013312,turixthekidd,bbyturix,,15,126,,USE CODE “TURIX” FOR 15% OFF
924267254,team_sierra1,team_sierra,"The SCO, Cali, 41510",830,1712,,#SCVC 🌈🏝🏐 #FindSierra #Forever15 #ProudMami to a true #ScholarAthlete & #MusicalTheater Phenom 🖤 #RaiderNation #RN4L ☠️ #MadeInSaigon
1255228476979843073,faeblivion,faerieland's finest,faerieland,33,1983,,"🧚‍♀️ || just a sad faerie || 🦋 || i came here to have a good time and honestly i feel so alone right now || 🍄 || step into my faerie ring, eat and stay || 🌱"
1796317171,mare__maid,mary,LA & Orange County,300,291,,not a morning person
1023768653676732416,mm_2_baseball,Manuel Morales,"Arizona, USA",41,222,,Az 6’2| 18| OF| Westwood High school| Phoenix College🐻
275207305,Curiosa88,OCⓂ,"Orange County, CA",137,2154,,"Freedom of speech means my personal opinions, thoughts, retweets & likes do not represent any professional organization I am involved with."
1022523434792701952,nojustno182,datboi546,,23,670,,sup
1248451308446572546,lollrip2,Kaylitaa🍒,"Anaheim, CA",117,210,,mentally engaged
968928370095415296,rlv_999,Raph,"Hayward, CA",6,90,,Photographer. Hospitality. Travel. Adventure. Outdoors. Motivation. Lifestyle. 📍LagunaBeach/SanFrancisco
1240475400276336642,stephdh_,Steph 🐢,"California, USA",6,207,,Mee hoy minoy ✏️🧽
2528660246,yessigalan,Jessica👑,"Anaheim, CA",31,255,,LHS '17🌻Chico '21
108988906,ROCKNLACEY,PoundProLorraine,"Cypress, Ca",1104,1773,,"Pound Pro, lover of rock music, maternity/birth/concert photographer, birth doula, prenatal yoga teacher, Hypnobabies instructor and Pound fitness enthusiast!"
539458775,emila_11,ℰ𝓂𝒾🦋,Earth ,225,193,,𝓔.𝓐.𝓩
821433,PhilosophyFiend,J,"California, USA",508,4969,,"A philosophical fiend that loves food, film, and friends. enby (he/they)"
417634327,JesseGoldsmith,J,,17,245,,"Brother, Uncle, Station 51/23/21 🚑"
1256069071621120000,DrSocratesJr1,DrSocratesJr,,45,1141,,What the?
1208750126057041921,huseth_mike,Mike Huseth,"Riverside, CA",452,1836,,starting over
282355117,turduckie,turduckie mista,"Anahiem,California",495,3655,,"☆Ana🇲🇽🇺🇸♀️ ☆26 ☆Jose's waifu ☆Weeb ☆Content Creator ☆Matsu,JoJo,and DGD trash ☆Cosplayer ☆Twitch mod of 3"
3192708502,weaponizedcats,Dave Reiner,"California, USA",429,692,,write comic books as a side-gig
1274546258338668545,MichalPeretz3,Michal Peretz,,18,423,,U.S. Army Veteran. She/her Dedicated to All Pioneers.
268104363,madisonnmcg,madi,,357,430,,cold brew is a personality trait
1181198311946014721,DekeKahala,Deke Kahala 🇺🇲🏁,Hawaii & California ,345,1249,,r/t doesn't mean endorsement
21163311,gxg_05,gary_xavier,"Whittier, California",218,1917,,"“May the best of your today’s, be the worst of your tomorrow’s..” 💜💛"
24547328,ReneeGiraldy,Renee Giraldy,"Irvine,CA",22398,13428,,A Book For Every Mood #MAGA #KAGA Many Opinions #Patriot #Conservative #Trump #WeveGotACountryToSave #NBA 🧡💙🧡🏀 https://t.co/PAA57sPZLK
47872439,PollyPocket_24,Erika Ortiz,,364,821,,🤍 ما هو آت أفضل مما مضى
3266922211,frisco_007,Ghostface.,"Bay Area, CA 🇸🇻",405,2935,,C🌻A🌴L☀️I⛵️F🌊O🏊R🍦N🏄I🌴A 🇸🇻 HABLO ESPAÑOL.
2196517604,runit82481,Rol1up,,128,2116,,🖕/🖕
2439586033,JustinlMora,therealjustinmora,,329,439,,OrangeCounty | Adventurer | Outdoorsman | Snowfiend
1512430914,lizzytrejoo,Lizzybean,,131,136,,I owe it to myself to be genuinely happy
1263940620877361152,DRosevia,Empire of Rosevia,Sweden and bits of Norway,7,21,,The Empire of Rosevia is located in Scandinavia and is a fictional Bloxburg country. Follow us for more!
19846237,geekymommy,Emily 🍎📚💻🏡,CO,155,1065,,"Nutritionist, homeschooler, MSM avoider, author"
1254440252921405441,pinkpopcorngirl,Here for the Popcorn 🍿,,124,1612,,Just here to keep up to date on the chaos that is 2020. Retweets are to show my future children why this year was such a sh*tshow. Beware: I retweet A LOT 🥳.
1153422783059152899,peterp20221,Peter,,3,460,,P
880288941017939968,hapaqueerio,我可以吃你的屁股吗？,,150,512,,he/they| bi/queer| music industry| BLM and Stop Asian Hate| mixed asian/混血儿|
736096087,oalm_tweet,Oscar Lopez,Long Beach,38,332,,I design and create
3290886182,NicSalcido343,Nic Salcido,,68,547,,🤙🏽 #Boltup #Clippernation #GoHalos
18444073,doc_rockk,MERCADONEGRO 🎃👻💀🌙🕸️,LBC-LA-Humboldt-Mendo-H.Desert,139,496,,Farmer. Trying to marry my Creativity & Athleticism IM A REMEDY TO A SICK BEAT #LAKERS #BBoy #LBC🌴#GSD🐶 #Chevy #Vintage #DEADLIFT #ADIDAS
1194390805512744960,JimMeMoar,'Jimmy' R. 💸 🗽,"Arizona, USA",204,1947,,"*account for rent on AccsMarket, 200+ followers w/ engagement"
3163109060,parisinjapan72,paris,,402,4970,,I'm just here for the shitposts and bakudeku art 🔞🌈🍖 Bowie is👑 23
1278882868152766464,em_e_terry,Em Terry,"Idaho, USA",1,108,,"Dr. Pepper addict, nature enthusiast, yoga pant lover, dog mama, basketball fan, wifey. Fuled by 80's music, Target runs, & Jesus."
1266212506386575360,durun1224,KB,"Long Beach, CA",67,1575,,Web/Application Developer
1128398681084813315,VannaMontana106,Vanna Montana (she/they),"Coldspring, Houston, Texas",1125,3947,,20 ♉ ❤Neurodivergent❤ 💚@ws_inkling💙 🏳‍⚧Enby and Bi 🏳‍🌈 Gen Z Voice Actor and Foodie Splatoon/Sonic/ACNH/Demon Slayer/Super Sentai/TTTE/VT/PLL
1256116206072762374,jacks0n_jackson,Jackson,,7,183,,love chic'fila and in-and-out also a dumbass
836934141752979456,socxrlos,tost,"California, USA",11,399,,im helping🙂 i dont stream yet we could be infinite.
921951017045958656,tesla_coiled,IRON FIST ALEX,"Walnut, CA",169,930,,piranha plant is overpowered
1177690762068160512,kenia7021318311,kenia💕,"California, USA",12,137,,❤️
3799352173,Weeabootrash117,Leen80s 🎃👻🦇🕷🕸,Destiny Islands,329,1925,,"They'll Remain a Part Of Each Other's Lives No Matter What. If Two People Share One, Their Destinies Become Intertwined.☆"
