,Unnamed: 0,author_id,created_at,edit_history_tweet_ids,id,public_metrics,text,likecount
23,23,212255045,2022-10-16 14:05:13+00:00,[1581647454818435075],1581647454818435075,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@MISS_GHANA1 @firstwefeast Shoot! Please email us at share@shakeshack.com. We'd love to follow up on this.,0
24,24,212255045,2022-10-16 14:05:09+00:00,[1581647438825213952],1581647438825213952,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@JustinKnight03 We're so sorry to have disappointed you! Could you email us at share@shakeshack.com? Our team would love to follow up about this.,1
25,25,212255045,2022-10-16 14:05:02+00:00,[1581647410362986498],1581647410362986498,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",@Bags2 Definitely not what we like to hear! Could you reach out to share@shakeshack.com so we can follow up?,0
26,26,212255045,2022-10-16 14:04:47+00:00,[1581647344558231552],1581647344558231552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@stoddard38 @90Msd We want to make sure you get the goods you ordered every time! Could you email us at share@shakeshack.com so we can follow up with you?,0
27,27,212255045,2022-10-16 02:07:41+00:00,[1581466880233312258],1581466880233312258,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@GabyFky We hate to hear that we kept you waiting! Would you mind dropping us a line at share@shakeshack.com so we can follow up with you?,0
28,28,212255045,2022-10-16 02:06:38+00:00,[1581466616998436864],1581466616998436864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@BalkanCowboy We want to look into this! Could you email app@shakeshack.com so our team can follow up with you?,0
29,29,212255045,2022-10-16 02:01:56+00:00,[1581465433894694912],1581465433894694912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",@jspujji @dhmeyer @patrick_oshag Sounds like a great first gig.😏 Hope to see you again soon—we'll have the frozen custard waiting!,3
30,30,212255045,2022-10-15 14:45:53+00:00,[1581295302350626816],1581295302350626816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@lamarc_always Oh no! Could you email us at share@shakeshack.com so we can get in touch?,0
31,31,212255045,2022-10-15 14:45:51+00:00,[1581295292724678656],1581295292724678656,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@allen099 Could you email us at share@shakeshack.com? Our team would love to follow up about this.,1
32,32,212255045,2022-10-14 19:19:10+00:00,[1581001686784835584],1581001686784835584,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@needcaffeine We’d be happy to look into this for you! Could you shoot us an email at app@shakeshack.com so we can follow up?,0
33,33,212255045,2022-10-14 19:18:51+00:00,[1581001606321311744],1581001606321311744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Bri2JPresents @firstwefeast We're happy to hear you're a fan! 🔥 🔥 🔥,0
34,34,212255045,2022-10-14 19:18:28+00:00,[1581001511202869248],1581001511202869248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@MrSatNight1 This doesn't sound up to our standards! Could you reach out to share@shakeshack.com? We’d love to follow up.,0
35,35,212255045,2022-10-14 19:18:16+00:00,[1581001461407719424],1581001461407719424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@DruLloring Never say never! We’d love to head your way someday.,0
36,36,212255045,2022-10-14 16:31:02+00:00,[1580959376046960641],1580959376046960641,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 24, 'quote_count': 2}",Ever made a Shack run just for dessert? Can't say we blame you. Happy #NationalDessertDay! https://t.co/I3ULQD2rEs,24
37,37,212255045,2022-10-14 13:53:41+00:00,[1580919775135694850],1580919775135694850,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@SharonKWn @awynne Happy Birthday!! 🍔 💚,1
38,38,212255045,2022-10-14 13:53:24+00:00,[1580919704373235712],1580919704373235712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@stuartgrayfitn1 Oh no! Please reach out to share@shakeshack.com so we can follow up with you. We'd like to make this right.,0
39,39,212255045,2022-10-14 13:52:54+00:00,[1580919581484277761],1580919581484277761,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@CSIMH1 Could you email us at share@shakeshack.com? Our team would love to follow up about this.,0
40,40,212255045,2022-10-14 13:52:31+00:00,[1580919484172623872],1580919484172623872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@jbish_world We hate to hear that we kept you waiting! Would you mind dropping us a line at share@shakeshack.com so we can follow up with you?,0
41,41,212255045,2022-10-14 13:52:02+00:00,[1580919361547603968],1580919361547603968,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@JarrottHeath @KevinEkmark Could you email us at share@shakeshack.com? Our team would love to follow up about this.,1
42,42,212255045,2022-10-14 13:51:49+00:00,[1580919308506779648],1580919308506779648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@fabinfayette We appreciate the love! Can’t wait to see ya again. 💚,1
43,43,212255045,2022-10-13 18:35:47+00:00,[1580628381938647041],1580628381938647041,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@KayzadSadri That absolutely counts ✈️  We aren’t heading to India yet, but we'll let our team know you're hungry for a Shack! 👍",1
44,44,212255045,2022-10-13 16:00:03+00:00,[1580589188004843520],1580589188004843520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@highlinenyc Thrilled to be here.💚,0
45,45,212255045,2022-10-13 15:37:55+00:00,[1580583618539233280],1580583618539233280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@coopg1 We hear ya! No news to share about this location yet, but we’ll let our team know you’re hungry for the goods. 👍",0
46,46,212255045,2022-10-13 15:37:48+00:00,[1580583589183336448],1580583589183336448,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@lacson_lacsoff Hang tight! Our Canton Shack is in the works. Keep an eye out for opening deets... 👀,0
47,47,212255045,2022-10-13 15:37:02+00:00,[1580583397369401345],1580583397369401345,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@iYmmX Definitely not what we like to see! Could you reach out to share@shakeshack.com so we can follow up?,0
48,48,212255045,2022-10-13 15:27:41+00:00,[1580581046310957056],1580581046310957056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Lipsticknerd1 We’re bummed to hear your feedback! Could you email us at share@shakeshack.com so our team can get in touch?,0
49,49,212255045,2022-10-13 15:27:23+00:00,[1580580967978528769],1580580967978528769,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@TaotaoTasi Oh no! Could you email us at share@shakeshack.com so we can get in touch?,0
50,50,212255045,2022-10-13 15:26:53+00:00,[1580580841386029057],1580580841386029057,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@LitoLarj We’re bummed to hear your feedback! Could you email us at share@shakeshack.com so our team can get in touch?,0
51,51,212255045,2022-10-13 15:26:34+00:00,[1580580764047278081],1580580764047278081,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@dailysuz That doesn't sound right! Could you email us at share@shakeshack.com? Our team would love to follow up about this.,2
52,52,212255045,2022-10-13 15:13:53+00:00,[1580577570332217346],1580577570332217346,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Carrie_Pie @ChipotleTweets We’re very concerned to hear this! Could you email share@shakeshack.com so we can follow up with you?,0
53,53,212255045,2022-10-13 15:07:01+00:00,[1580575843277242369],1580575843277242369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@ChantyClaus Never say never! We’d love to head your way someday.,1
54,33,212255045,2022-10-13 15:30:36+00:00,['1580581779664121856'],1580581779664121856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@velgor @firstwefeast This looks like our Hot Ones™ Chicken and bacon cheese fries! Part of our limited time offer. Could you email us at share@shakeshack.com? Our team would love to follow up your experience.,0
55,40,212255045,2022-10-12 21:29:31+00:00,['1580309716949139456'],1580309716949139456,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@noahxcastillo It was.,1
56,41,212255045,2022-10-12 18:59:18+00:00,['1580271911275110401'],1580271911275110401,"{'retweet_count': 7, 'reply_count': 3, 'like_count': 125, 'quote_count': 1}",@firstwefeast https://t.co/Ql0CaXOPVA,125
57,42,212255045,2022-10-12 16:49:44+00:00,['1580239304537743370'],1580239304537743370,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@therickbarry We all know how that one turned out. https://t.co/x0e9gTw9uO,1
58,43,212255045,2022-10-12 15:29:07+00:00,['1580219017855258624'],1580219017855258624,"{'retweet_count': 9, 'reply_count': 48, 'like_count': 46, 'quote_count': 3}",Just curious...how far have you gone (or would you go) for some Shake Shack?,46
59,44,212255045,2022-10-12 13:44:50+00:00,['1580192775009894400'],1580192775009894400,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@msvsdoj We want to look into this! Could you email app@shakeshack.com so our team can follow up with you?,0
60,45,212255045,2022-10-12 13:44:30+00:00,['1580192688434921472'],1580192688434921472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@HoodHeffas This doesn't sound up to our standards! Could you reach out to share@shakeshack.com? We’d love to follow up.,0
61,46,212255045,2022-10-12 13:18:48+00:00,['1580186222286098432'],1580186222286098432,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@MZFive_ @KingJames https://t.co/5Q0w4eIADg,0
62,47,212255045,2022-10-11 20:35:20+00:00,['1579933692377862144'],1579933692377862144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@28savagedays @donaldglover Did he go in? Asking for a friend 👀,2
63,48,212255045,2022-10-11 15:00:37+00:00,['1579849459306938370'],1579849459306938370,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}","Been there. 

IG Cred @onepaseo https://t.co/PWhPLz8C1f",11
64,49,212255045,2022-10-11 14:32:15+00:00,['1579842320190488576'],1579842320190488576,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@ministerofspice Oh no! Could you email app@shakeshack.com so we can look into this for ya?,1
65,50,212255045,2022-10-11 14:32:07+00:00,['1579842283733536768'],1579842283733536768,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@p_e_diddy We’d love to head your way someday! We’ll tell our team you’re craving some Shack. 😉,1
66,51,212255045,2022-10-11 14:16:04+00:00,['1579838245067984897'],1579838245067984897,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@MitchPontjo Nothing in the works for right now, but maybe someday! Hang in there, friend. 💚",0
67,52,212255045,2022-10-10 21:03:48+00:00,['1579578468576026626'],1579578468576026626,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@jetblackkatie Never say never! We’d love to head your way someday.,0
68,53,212255045,2022-10-10 21:03:42+00:00,['1579578442055835648'],1579578442055835648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@Jl__016 We’re pumped to hear we have fans in Boise, ID! Nothin’ in the works at the moment, but we’ll keep ya in mind. 😉",1
69,54,212255045,2022-10-10 21:03:34+00:00,['1579578407410507776'],1579578407410507776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@khrismiddlestan We’d love to head your way someday! We’ll tell our team you’re craving some Shack. 😉,1
70,55,212255045,2022-10-10 20:43:45+00:00,['1579573422862270464'],1579573422862270464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@jetblackbelle This doesn't look up to our standards! Could you reach out to share@shakeshack.com? We’d love to follow up.,0
71,56,212255045,2022-10-10 20:43:25+00:00,['1579573337881124864'],1579573337881124864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Emily_diana1210 We hate to hear that we kept you waiting! Would you mind dropping us a line at share@shakeshack.com so we can follow up with you?,0
72,0,212255045,2022-10-20 22:19:42+00:00,['1583221447543037952'],1583221447543037952,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@NabilaBurr We’re counting down the minutes!,1
73,1,212255045,2022-10-20 22:13:07+00:00,['1583219790227066880'],1583219790227066880,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 1}",Evermore - Avocado Bacon Chicken - Oh you thought it couldn't get better? https://t.co/vb0ItAoRQT,9
74,2,212255045,2022-10-20 22:13:05+00:00,['1583219782870269953'],1583219782870269953,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 9, 'quote_count': 1}",Folklore - Chicken Shack - An unexpected addition that took the world by storm. https://t.co/4ot5IhLqyQ,9
75,3,212255045,2022-10-20 22:13:04+00:00,['1583219775898910720'],1583219775898910720,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","Lover - Strawberry Shake - Sweet and not an every day thing, but when it hits? It’s perfect. https://t.co/zJQK58jAus",3
76,4,212255045,2022-10-20 22:13:02+00:00,['1583219769242972161'],1583219769242972161,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}","Reputation - Shack Stack - Not for everyone and definitely doing a lot, but the die-hards will fight for it. https://t.co/mG55zC1vmH",3
77,5,212255045,2022-10-20 22:13:01+00:00,['1583219763425050625'],1583219763425050625,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","1989 - ShackBurger - A crowd pleaser, you can never go wrong! https://t.co/9ZCC3zH2YR",4
78,6,212255045,2022-10-20 22:12:59+00:00,['1583219758652325888'],1583219758652325888,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}","Red - SmokeShack - The spiciest album, need we say more? https://t.co/orB0uJDgwX",5
79,7,212255045,2022-10-20 22:12:58+00:00,['1583219753665335296'],1583219753665335296,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}","Speak Now - Crinkle Cut Fries - An artist and genre defining moment, you really can't go wrong with it. https://t.co/X0MHLIElLe",5
80,8,212255045,2022-10-20 22:12:57+00:00,['1583219747646476288'],1583219747646476288,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","Fearless - Frozen Custard - Sure it's sweet but it’s more than that, it's unique. It set her (and us!) apart. https://t.co/5eyNBbDbMl",4
81,9,212255045,2022-10-20 22:12:56+00:00,['1583219742621696000'],1583219742621696000,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","Taylor Swift - Flat-Top Hot Dog - Where it all began, a classic debut. https://t.co/jXzTX8G3A4",4
82,10,212255045,2022-10-20 22:12:54+00:00,['1583219737193955328'],1583219737193955328,"{'retweet_count': 4, 'reply_count': 2, 'like_count': 13, 'quote_count': 3}",Taylor Swift albums as Shake Shack menu items - a thread inspired by our friends @Dominos_UK #CountdownToMidnighTS #TSMidnightsTS,13
83,11,212255045,2022-10-20 21:34:53+00:00,['1583210168593981442'],1583210168593981442,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@ACNHcam Hi there! Thanks for reaching out, we'd love to help here. We've followed up with your DMs!",0
84,12,212255045,2022-10-20 21:29:52+00:00,['1583208907752673280'],1583208907752673280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@HugOneAnother Nice choice! Check those DMs 😊,0
85,13,212255045,2022-10-20 21:24:34+00:00,['1583207572865445889'],1583207572865445889,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@HugOneAnother Nice! Check those DMs ✅,0
86,14,212255045,2022-10-20 21:20:44+00:00,['1583206606111535105'],1583206606111535105,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@Desiree1636 @Dodgers Done ✅ Check those DMs!,1
87,15,212255045,2022-10-20 21:04:14+00:00,['1583202454124236800'],1583202454124236800,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","@ryo8evasama @firstwefeast No plans for this limited time menu outside of the U.S, but we'll let the team know your asking for it in Japan!",1
88,16,212255045,2022-10-20 21:03:27+00:00,['1583202259986305024'],1583202259986305024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@jadorejcc We’re just testing the Veggie Shack at select Shacks in New York, California, and Texas right now, but we’ll keep you posted on any future plans to bring it elsewhere!",0
89,17,212255045,2022-10-20 21:02:54+00:00,['1583202118810234881'],1583202118810234881,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@Taren_in_NC @cmcneil5571 @PNCArena We like where your head's at! We'll share your feedback with the team for future consideration!,1
90,18,212255045,2022-10-20 19:34:35+00:00,['1583179896108773376'],1583179896108773376,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@Daniel_Berke @SouthAlabamaFB Love to hear it!,1
91,19,212255045,2022-10-20 19:29:57+00:00,['1583178726442868737'],1583178726442868737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@EFried8 @NYRangers Love that! Check your DMs, Evan 😊",1
92,20,212255045,2022-10-20 19:06:59+00:00,['1583172947623059456'],1583172947623059456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@EmbraceableWoo @SanJoseSharks We'll do our best! Check your DMs in the meantime 😊,1
93,21,212255045,2022-10-20 19:06:40+00:00,['1583172870142058496'],1583172870142058496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@Schneideur @NJDevils Good choice! Check your DMs ☺️,0
94,22,212255045,2022-10-20 18:37:21+00:00,['1583165491782504448'],1583165491782504448,"{'retweet_count': 1, 'reply_count': 11, 'like_count': 6, 'quote_count': 0}","So we hear there's a lot of sports on tonight... ⚾🏀🏈🏒

Comment below with the team you're rooting for, for a chance to score $10 off tonight's Shack App order. #SportsEquinox",6
95,23,212255045,2022-10-20 15:02:47+00:00,['1583111493716873216'],1583111493716873216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@radrebekahh King behavior 👑,0
96,24,212255045,2022-10-20 13:31:42+00:00,['1583088569970700295'],1583088569970700295,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@OscarSalguero @firstwefeast We’re bummed to hear your feedback! Could you email us at share@shakeshack.com so our team can get in touch?,0
97,25,212255045,2022-10-20 13:31:31+00:00,['1583088526811631617'],1583088526811631617,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@MakingTime95 We’re always looking for new places to set up Shack! We’ll let our team know we have fans in Spokane.,2
98,26,212255045,2022-10-20 13:31:13+00:00,['1583088449648701440'],1583088449648701440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@__itsblair Thanks for the suggestion! We’ll definitely keep it in mind! 👍,0
99,27,212255045,2022-10-20 13:29:58+00:00,['1583088134765412352'],1583088134765412352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@eak49 We’d love to chat further about your visit! Could you email us at share@shakeshack.com so we can follow up?,0
