ID,screen_name,name,location,follower_count,friends_count,like_count,description
1576605499209883648,comicnixe,phonixe,"Wayne Tower , Gotham City",2,93,,🌙 | comics and film enthusiast
1324362086928048135,toby__lizard,toby/duck/jaszczur,,7,138,,"im a gundham tanaka, ranmaru kageyama, rio ranger and alice yabasume simp || they/he/she ||"
1576421076245962753,immanishksharma,Manish Kumar Sharma,"Jaipur, India",6,327,,Amity Alumni | Accounting & Taxation Consultant | Tally Prime Tutor
1511919192949276674,Mikeistgedevil,Michael Burt,,1,18,,Hiiooo
1576603812629995522,Sevenskin7,sevenskinessentials,"Miami, FL",2,261,,Your #1 aesthetician in Miami book me at https://t.co/ZWb24rbo3b we also have skin products available
1548902137878528001,mcalliy_A,Caliy is EXCITED♡,she/her/hers ,22,29,,| ♡ | blue 💙 | BBG | I speak YOUR MOMS LANGUAGE! | mostly your dads:^ | ♡ | Sagittarius | Caliy Cal for short :) | ♡ |
1568795439100735488,serin1918,세린,,119,174,,나좋으려고굴리는계정
2997386846,ms_bosslady_,Cyn,,118,183,,east side west coast
1369946394077855746,southfla2,southfla,"Fort Lauderdale, FL",501,1842,,"i tweet for my own entertainment, information and no one else’s. No DMs."
759165548,liquortalks,MAGS // NHIE MONTH,they!¡them,3468,2294,,not affiliated with 28LABORATORY // okgc 🫧
1549255829479727105,Bummy_Keegan,Keegan Baumgartner,"Mason City, IA",0,554,,25-Duchenne Muscular Dystrophy-Keep It Real With Positive Vibes-Rap Music ‘Till I Die-Bears-Bulls-Gamer-NorthIowa MMA Fight Sponsor-Sc:keegan_bummy05
1105910950681559041,Aka_2calves,Irving Xavier,,37,96,,UCF /Emily💖/10/28/17/ Future cop 👮🏽‍♂️/ 🇵🇷/ NY GIANTS 🏈/ NY YANKEES ⚾️/ LA LAKERS 🏀
1515956857776521221,Dennydjsr,Denny,"Nizamabad, India",0,73,,denny
1565308522006462465,djatsoris26,Max Katsoris (DM me the word 'fox'),Your Mom's House,29,165,,Straight white conservative who streams Minecraft... If that doesn't tell you everything you need to know then I don't know what will djatsoris26#2399 (add me)
1576601464973074433,strxwberrysoup,eli,08,1,5,,"kissing all over your body, my nefertiti 💫"
1419927021191266313,bageleatsbagel,cat 🥬,working for concerts…,13,126,,06 | LA bagel consumer 🫶🥯
1522546450076422146,Romanpeace15,Roman peace,Togo.,57,2110,,Mécanicien CAT®
1021196799602814976,Sammie_Jade14,Sammie🌸🦋,"Crystal, MN",18,158,,Bet she was brutal and bratty 😈💋
1095368071420751873,DotwanaGroup,Dotwana Group,"Johannesburg, South Africa",56,309,,Dotwana Group | Ngelengele Logistics | Vudoka Mining | Consultancy | Mashwabade Protection Services | Through Persistence We Persevere info@dotwana.co.za
4524371715,WalaaMoubark693,Walaa,,29,198,,don't ask me .. ask china
1343138054643605504,zeekbtj,Zee,"Florida, USA",62,416,,#whatsgood
1576597457923883013,strider_surreal,Elderflower Sea strider,"Exton, PA",8,186,,I make AI digital art full of horror and delightful creepy things please be advised if you don’t like creepy things don’t send me hate just pass me by
1576598603056877570,HeheSheeshy,Sheeshy Hehe,,1,38,,pls follow me bye and Discord server https://t.co/I0HdIIJjI8
1576599001729798144,Syd5900,syd,,1,27,,💋Looking for buyers/trades also send for free. dm me and see if u qualify for free pics.#sugarbaby
1576589959711969281,warungabc62,Warung ABC Selayang Segar,"Batu, Selangor",0,54,,Yang Maniss... Yang Itu Warung....
1273383560179781639,BodillCameron,cameron bodill,,1,13,,im just testing tbh
978325599067496448,soldbyknp,Kristy Painter,"Cleveland, OH",19,168,,"Wife, mom and Realtor®"
44528552,KritterHu,Krystenn,"Austin, TX, Midgard",81,1517,,"I count by fives 💊💊💊💊💊A fan of Gonzaga BB, Austin FC, and the Oxford Comma. Legs, Body, Arms, Arms, Body, Legs"
387464486,Eirne7,Dorothy/Darían 🇺🇦🌻,"Knoxville, TN",888,1803,,"87 yr old grandmother & 25 yr old granddaughter, Darían(law student). Proud followers of Jesus Christ(p.s. He was a Palestinian Jew), Irish & Democrats."
1576592427925766144,asadian_babak,Babak Asadian,,1,27,,UNIQE
1576544757785960449,unfriendlou,louise,he/they,1,51,,this sucks booo
1576595486529634304,PAVANMI08372272,PAVAN MISHRA,"Uttar Pradesh, India",0,9,,राष्ट्रीय हिंदू शेर सेना
947610497435754497,SQPHlE,Sophie,"Buffalo, NY",251,952,,#BlackLivesMatter (she/her/hers) #HouseTargaryen #TransLiberationNow
1355640238002106374,sam578r,sam,"North Carolina, USA",25,74,,easygoing
1576594208793796609,BlackWidowsFeet,Black Widows Feet 👣,,14,68,,Sexy little size 4’s… pedicured and pretty. Foot content for sale. Inbox for buyers only. PayPal accepted! enjoy 🖤👣
1574507003581448193,kathydudley815,Bisexual lover,"Stuart, FL",61,238,,Bisexual 39 year old mother of 5... I absolutely love BBC but please don't come to me with disrespect or you'll be blocked!
2443301016,illusion2472009,Aaron Alvarado™️,,91,1165,,Father of 2 little muggle | Two Pets | 𝑊𝑖𝑧𝑎𝑟𝑑𝑖𝑛𝑔 𝑊𝑜𝑟𝑙𝑑⚡| 𝘚𝘰𝘳𝘵𝘦𝘥 🦡
1576591113330348032,NikDouris,Nik Douris,,0,62,,Tha boy
1385512444257132546,ItsZapples,ItsZapplez 🇦🇺,Australia,4,146,,Small Youtuber in need of subs Youtube: ItsZapplez21 🙂 🇦🇺
35872640,KasieShotts,🎃Witchy Cosplay🎃🔜 AWA,"Birmingham, Alabama",1085,566,,Kay-sea. Cosplayer|Foamsmith|Jurassic Park|Stranger Things|Anime|Video games|Coffee lover✨Instagram: KasieShotts✨https://t.co/lj2u7PvBIC
1576588725135577090,AhmedMo3taz_13,Ahmed,,0,86,,الاهلي علمنا نحب الحياة🦅❤️
255869518,unicornsdisco,Glitter Goddess,"Mississippi, USA.",279,327,,"My imagination is a monastery, and I am its monk. - John Keats"
123871591,1989official,1989,Lancaster CA,4,19,,Drums+Distorted Bass+Synths
148909352,EfranInn,Efrain🇸🇻,"El Salvador, Centro América",227,733,,Se tu el cambio que quieres ver en el mundo. Arquitectura-Viajes-Estructuras-PiñasLocas-Ovop-Runing
64780838,milkcafe1129,いちごみるく,Japan,1586,3573,,0歳児(🇺🇸/🇯🇵)の新米ママ🤱 最近は子育てに奮闘中💪 趣味は懸賞&節約✨ブログはリンクをクリック🎀 I’m a 0years boy‘s((🇺🇸/🇯🇵) )Mama🤱 My hobby is saving and try new things✨
1576588323614769154,renettamaya,Northside_goddess,"Lagos, Nigeria",9,79,,I’m Renettamaya 🤍🧬💙🦋
1488262782034325510,leena_nouiri,Leena nouiri,,0,133,,"by grace, through faith."
1576586942178902016,KFC_DemocRATs_,Colonel Slanders,"Milwaukee, WI",2,94,,Me likes fried chicken free Obama phones and anything stupid democRATs can get free for us black folks.
1531631022378475521,X_MoneySex_X,░▒▓█►─═ $ ═─◄█▓▒░ ░▒▓█►─═ $ ═─◄█▓▒░ 𓂺𓂺𓂺𓂺𓂺𓂺𓂺,"Massachusetts, USA",92,1115,,Money on the brain 🙌 Money on the mind 🤩 I’m just here to make the whole world a lot more hoss! #Bossmoves #letsgetconnected #wecandothis
1576587902368481287,AungKoMinn66,Aung,Myanmar,6,150,,Once a Blue always a Blue 💙
1402013705144053765,tnick87,T Nick,Kansas City KS,0,125,,"“Nice execution, you’re doing terrific.”. Construction Inspector - WaterOne Distribution Engineering."
1415901921727197184,shizzie_young,ShizzieBeats215,,193,3272,,young Shizzie on YouTube يو🔛🔝🔜 #youngshizzie #DJ #shizziebeats #Beats
1400020101462597633,kigurumiworks,Hachigen 🦉 は ち げ ん,日本,1139,1389,,■NFTcreator ■Voxelartist ■FXtrader ■HSP ■主夫Lv51 ■Opensea着ぐるみ工房『KIGURUMI WORKS』代表 ■JUNKeeeeS公認クリエイター https://t.co/K3c0r5q2ir
1576585910786969609,DelacourLacy,royalejena8412,,0,15,,ROYALE HIGH ACCOUNT! lord :)
1450003831761289220,Starolb1,Starolb,Your moms bed,14,167,,Hugely suffering MCYT fan
